A10 A14 A15 A17 A19 A02 A20 A21 A22 A26 A27 A28 A29 A03 A30 A04 A05 A06 A07 A09 B01 B10 B11 B12 B13 B14 B15 B02 B03 B04 B05 B06 B07 B08 B09 C10 C12 C14 C15 C16 C17 C18 C19 C02 C03 C04 C06 C07 C08 C09 D10 D12 D13 D14 D17 D02 D20 D26 D27 D29 D31 D35 D04 D06 D09 E10 E12 E14 E16 E17 E22 E24 E03 E30 E31 E35 E40 E05 E08 E09 F10 F11 F13 F15 F16 F21 F22 F23 F26 F28 F29 F03 F32 F34 F36
ASV_428 0 54 43 0 29 43 0 0 0 0 0 0 0 0 0 58 0 0 42 46 0 0 51 0 0 0 0 0 27 53 0 0 34 60 0 22 0 27 20 0 33 71 0 53 0 0 0 23 32 0 16 18 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 35 0
ASV_429 25 0 0 28 0 0 0 0 0 21 0 0 0 59 32 0 0 0 0 0 41 35 0 0 0 39 48 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 46 0 0 311 0 54 0 0 0 0 0 0 31 0 13 0 0 0 0 0 0 0 0 0 0 0 0 22 0 57 0 0 0 0 0 0 0 19 0 78 0 0 0 0 0 0 0 0 0
ASV_431 0 0 0 0 118 0 0 0 79 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 0 77 0 0 0 0 42 0 0 180 329 0 0 0 0 0 0 111 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 50 0 0 0 0 0 0 0 60 0 0 0 0 0 9 0 0 75 0 0 0 10 0 0 0 0 0 0 0 0 0 0 1 0 7 0 1
ASV_432 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 16 0 0 0 0 11 0 0 14 0 28 0 0 0 15 0 0 0 0 0 15 0 0 18 0 0 0 55 0 41 0 85 0 0 0 0 62 0 0 0 31 0 32 0 0 11 0 7 0 7 0 1 9 38 6 9 5 14 11 0 44 0 0 0 11 0 0 1 5 0 0 27
ASV_435 0 0 0 29 0 0 0 11 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 25 279 60 0 18 0 0 0 20 0 42 0 0 14 9 0 0 0 0 0 25 0 1 0 0 0 0 2 0 0 0 2 31 0 3 25 3 1 0 0 0 0 1 21 0 0 1 0 0 0 2 62
ASV_436 0 11 35 13 49 1 0 7 42 11 8 10 7 7 16 40 18 15 0 5 7 17 83 5 30 1 2 13 11 2 0 1 10 16 5 0 16 0 0 2 15 3 5 1 0 15 13 0 0 0 21 53 0 2 4 5 9 0 8 11 2 36 0 0 1 7 3 11 0 4 9 11 9 0 14 0 0 10 18 0 21 0 6 11 0 12 0 12 13 20 21 8 0 0 20
ASV_437 0 29 53 104 43 39 0 35 65 0 0 47 63 0 64 57 47 0 26 34 36 0 0 31 0 29 0 34 0 0 19 0 49 43 40 0 0 0 0 34 0 0 0 30 0 38 0 0 0 0 0 0 0 0 7 0 0 0 0 0 31 0 0 0 0 3 6 3 0 5 5 4 4 5 3 4 5 3 2 2 0 0 0 6 0 5 0 4 4 5 0 2 0 2 2
ASV_438 0 7 0 19 0 12 0 22 0 0 26 24 0 0 0 15 0 0 0 19 15 13 0 0 18 14 16 22 22 0 0 0 0 23 0 0 0 17 0 15 22 10 14 0 0 24 0 0 0 0 26 16 18 0 18 10 34 22 13 12 9 13 0 21 0 17 17 0 17 14 19 23 0 20 13 0 13 20 25 0 0 28 8 0 0 11 26 15 0 0 0 0 14 16 11
ASV_439 22 0 26 0 0 0 18 17 0 25 0 20 42 0 39 0 0 13 26 22 0 17 0 0 7 0 0 0 21 0 13 0 0 41 16 15 0 23 23 11 0 0 0 0 8 18 0 0 6 45 22 0 12 0 0 28 7 14 12 9 0 10 0 13 17 0 13 0 0 15 0 0 0 0 0 16 13 10 0 0 0 25 16 14 29 0 9 0 15 12 14 18 11 0 18
ASV_442 13 9 19 13 18 31 12 0 32 23 26 0 29 35 32 0 20 13 30 0 26 0 0 0 0 7 0 30 0 5 9 0 0 0 17 8 0 9 0 17 0 10 0 15 0 0 9 0 0 27 0 38 0 0 0 11 0 11 12 0 0 10 14 0 21 0 0 0 0 14 0 0 14 0 24 0 0 18 0 24 0 21 22 0 0 0 0 0 0 0 16 0 13 0 0
ASV_443 12 16 35 65 55 35 30 46 59 28 63 58 27 102 57 40 56 48 28 73 0 12 13 14 59 28 16 65 0 21 0 0 0 0 0 0 0 7 0 0 27 0 0 0 5 7 11 0 0 0 14 0 0 0 0 0 0 0 11 11 0 0 0 0 0 0 3 2 3 2 3 3 2 4 3 3 2 0 3 0 0 4 3 2 3 3 0 4 4 4 3 2 9 2 4
ASV_446 0 0 0 0 0 0 0 0 0 17 20 13 0 14 24 0 0 23 0 13 0 23 0 0 67 0 18 33 0 0 0 0 0 0 0 0 16 24 31 17 21 31 0 0 0 20 0 0 0 0 0 58 0 13 0 0 17 69 14 43 8 0 0 0 0 0 0 6 11 26 0 10 0 0 19 0 0 27 0 0 48 0 0 0 31 0 26 14 12 12 0 0 0 0 23
ASV_449 0 17 14 14 0 8 15 0 28 0 15 0 74 0 0 0 24 0 10 16 13 0 0 0 10 0 6 7 0 0 0 0 0 11 0 29 13 0 60 0 0 20 0 0 14 0 0 6 37 62 0 42 0 0 0 47 32 12 0 0 0 0 0 0 18 0 56 0 0 0 0 0 0 12 0 0 55 5 0 0 18 24 20 0 0 5 0 35 0 0 0 0 0 0 17
ASV_450 0 0 0 15 0 25 0 0 0 0 0 0 0 0 27 0 0 0 0 0 26 0 0 0 0 0 0 0 0 22 0 25 0 0 0 0 48 19 0 0 30 36 23 0 0 0 0 0 0 0 0 0 0 31 0 0 35 0 50 0 62 0 0 49 0 5 0 0 7 0 14 0 0 10 0 3 0 0 0 17 11 0 0 0 23 3 21 7 172 0 0 10 0 0 0
ASV_451 0 0 33 0 0 38 36 0 32 58 0 0 0 0 57 55 0 0 58 42 40 62 0 32 0 0 0 0 0 0 57 0 0 0 45 0 19 0 0 0 0 0 0 0 0 0 36 0 0 70 0 0 0 0 27 12 22 0 0 24 0 0 0 0 0 0 0 29 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 63 0 0 0 0 21 0
ASV_452 0 0 15 0 22 32 0 17 20 0 21 26 0 0 15 0 17 15 33 0 9 0 0 0 0 0 16 0 32 0 0 13 13 0 28 0 0 0 0 0 0 22 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 57 0 0 0 92 0 28 0 56 0 0 54 0 28 0 9 0 0 35 0 0 0 0 26 0 0 0 29 0 0 0 0 0 0 0 0 161
ASV_453 17 45 41 31 0 24 0 0 0 32 0 0 0 0 0 0 26 0 0 0 25 0 0 0 135 0 0 15 0 0 0 0 0 69 25 0 15 0 0 0 0 25 0 0 0 0 0 0 0 0 46 0 0 36 0 0 0 0 33 0 0 33 28 0 0 0 3 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 148 66
ASV_454 0 16 0 0 0 0 0 19 0 0 0 17 0 0 15 0 0 14 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 88 34 0 0 0 18 0 0 46 0 0 0 0 0 0 0 149 0 0 63 0 0 0 0 253 0 4 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 143 0 0 42 0 0 38 0 0 0 0 0
ASV_455 0 23 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 30 0 33 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 18 27 0 0 0 0 0 0 0 0 0 0 0 38 0 103 0 57 45 89 0 0 0 36 0 4 12 26 0 40 0 0 0 14 0 2 0 0 0 53 59 0 25 38 0 0 0 0 0 19 0 5 0 0 14
ASV_456 27 21 22 31 12 18 0 0 21 0 0 0 24 0 0 0 0 21 38 0 18 0 0 0 0 0 35 57 0 16 12 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 113 0 0 0 0 0 0 0 0 44 0 20 34 0 0 0 0 0 0 0 0 80 9 0 0 13 0 0 0 0 0 20 9 0 0 0 0 0 0 2 0 0 53 0 0 0
ASV_457 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 32 0 0 0 0 0 24 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 58 74 0 0 76 45 57 0 0 0 51 0 0 0 0 11 10 0 3 7 0 0 0 0 9 0 7 24 0 0 5 0 0 6 19 0 0 13 6 11 0 3 6 3 3
ASV_459 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 46 0 95 0 0 0 0 0 0 64 0 0 0 0 57 0 0 113 43 0 0 0 0 0 0 49 0 0 0 0 305 0 0 0 0 0 0 0 0 0 0 34 0 0 16 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 75 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 69
ASV_462 0 0 0 0 0 35 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0 0 0 0 52 0 55 0 51 47 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 80 52 0 0 0 0 0 36 0 56 46 0 0 0 0 0 23 3 24 0 23 0 0 0 0 0 0 0 9 0 0 10 0 60 15 0 0 60 0 0 0 0 2 0 0
ASV_463 54 0 29 0 0 33 0 19 0 0 0 31 0 0 0 0 0 19 37 0 0 0 44 40 0 0 40 0 0 24 0 0 0 0 0 0 44 63 0 0 57 0 12 0 26 0 112 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 16 1 16 0 3 0 4 17 0 0 30 0 0 0 0 0 1 8 7 0 3 46
ASV_464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 16 21 14 0 0 0 0 0 0 0 0 0 0 0 11 0 13 7 0 6 10 0 0 34 0 28 17 0 22 0 29 0 8 0 0 31 23 49 26 26 53 0 0 13 26 0 0 0 9 20 28 14 17 20 6 0 35 0 0 0 26 37 0 18 13 16 0 0 28 10 14 17 0 0 15
ASV_466 0 45 38 0 0 0 0 73 0 0 0 67 0 0 0 0 0 39 0 27 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 17 45 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 113 0 0 0 67 0 36 0 0 0 0 7 0 219 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 340 0 0 0
ASV_468 3 15 0 0 7 7 3 22 0 0 20 31 45 12 19 8 13 0 3 8 12 1 0 0 13 0 20 0 0 17 2 15 0 0 0 25 0 7 0 11 0 0 0 0 0 0 0 4 3 5 11 26 36 36 20 3 11 41 1 3 0 0 3 0 4 0 0 0 13 20 21 0 23 10 0 34 21 0 0 16 0 0 0 0 7 0 114 0 0 0 0 0 9 0 9
ASV_469 14 0 0 0 9 0 10 0 0 20 18 12 25 11 0 0 13 0 13 16 18 0 13 0 0 0 0 0 0 0 19 15 0 0 0 0 0 0 24 0 12 34 0 18 0 32 19 0 0 19 0 25 26 14 0 0 0 0 23 0 24 0 20 23 21 18 0 20 0 0 0 17 0 0 0 29 30 16 18 0 0 35 37 31 0 0 0 0 0 0 0 15 14 0 27
ASV_470 0 0 0 0 0 0 0 31 0 0 0 30 0 0 0 0 0 0 0 0 23 0 44 0 0 0 34 0 40 0 0 0 0 81 0 0 15 0 0 30 0 16 0 0 0 0 16 0 0 56 0 41 0 0 0 0 49 0 54 0 0 41 0 39 0 0 0 71 0 7 21 0 0 10 0 26 27 38 0 15 0 0 0 0 0 0 28 0 0 0 15 0 0 0 0
ASV_471 0 0 0 0 0 36 0 0 38 0 23 0 51 0 0 55 0 0 0 63 58 0 0 0 0 53 0 0 0 52 0 53 0 50 61 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 52 23 34 0 0 21 0 0 0 0 0 24 0 0 0 0 0 0 0 11 11 0 0 25 41 4 0 0 0 15 0 10 7 0 4 0 17 0 0 0 3
ASV_473 0 0 0 0 0 0 0 49 0 0 0 88 59 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 47 0 0 0 97 0 0 68 0 0 93 89 0 114 0 0 52 90 0 0 0 38 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 19 0 0 9 0 0 27 43 26 0 0 0 0 8 0 0 0
ASV_475 0 25 0 139 0 0 0 0 72 0 0 27 0 0 0 26 0 24 0 25 25 0 48 55 0 0 0 0 0 20 0 60 69 0 0 0 0 83 0 19 50 31 0 0 0 84 0 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 14 0 7 0 0 29 0 0 19 33 0 0 0 3 0 0 20 0 0 0 0 0 0 0 0 0 0 2 1
ASV_477 0 0 0 40 19 0 29 0 40 27 0 0 0 0 0 0 0 0 0 0 0 35 30 0 0 0 0 0 47 0 0 0 50 37 0 0 0 0 0 0 0 49 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 20 0 15 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 65 23 0 0 0 0 0 0 95 6 0 0 0 5 4 0 0 0 0
ASV_478 0 33 27 35 0 0 0 0 40 16 0 0 8 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 24 16 0 0 18 0 0 0 0 0 47 69 0 0 34 0 0 0 0 40 0 0 0 43 0 24 26 23 0 29 25 0 0 0 51 25 50 0 0 19 0 33 0 0 0 0 0 0 0 0 45 0 0 20 31 0 0 0 0 0 0 0 0 0
ASV_479 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 57 0 0 48 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 160 0 0 62 126 0 0 0 0 0 0 105 0 0 386 5 0 0 0 0 0 0 0 0 1 0 0 0 169 0 0 4 0 0 0 0
ASV_480 0 0 0 0 33 0 0 0 65 0 0 0 0 0 0 43 0 0 0 35 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 50 61 0 0 49 0 0 0 0 0 0 33 0 49 0 0 0 18 0 0 0 34 60 0 0 0 0 54 0 71 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 121 0 0 0 0 45 0 0 0
ASV_485 0 0 61 0 0 0 0 33 0 0 0 40 0 0 61 0 0 0 0 0 0 0 0 0 53 0 0 0 57 0 38 0 41 52 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 47 0 41 0 0 0 0 0 0 0 77 43 0 0 0 0 0 17 0 0 0 7 0 0 0 0 29 0 0 0 0 0 0 22 0 0 0 16 0 0 0 12 9 89 7 0
ASV_486 17 0 15 0 0 21 0 11 0 0 14 15 0 0 0 13 0 0 0 0 16 0 21 0 0 0 20 12 14 0 13 15 15 12 0 40 31 20 49 38 35 12 0 48 26 0 0 13 36 7 0 16 23 16 0 0 0 0 4 0 0 0 0 0 28 0 0 7 0 0 19 0 5 0 0 0 15 0 35 12 0 17 6 0 31 6 0 0 0 0 0 0 4 0 0
ASV_489 4 8 1 2 9 11 4 3 3 9 22 16 15 0 4 23 9 2 0 4 47 18 37 7 9 5 31 0 4 2 5 1 6 1 23 0 1 2 28 5 4 2 1 3 1 3 1 1 2 6 123 50 1 3 13 2 2 0 1 2 7 0 0 0 3 7 5 23 1 14 10 17 9 4 1 10 21 8 33 0 20 0 7 13 6 4 1 10 7 19 8 11 0 0 7
ASV_494 0 0 0 0 0 0 0 40 0 0 0 49 52 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 57 76 0 80 0 0 0 0 67 0 0 57 0 0 0 38 72 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 45 0 154 68 0 0 0
ASV_496 0 50 33 0 0 0 0 34 0 0 16 61 0 0 47 0 0 50 0 0 0 0 66 0 16 0 0 82 0 40 0 0 0 0 37 0 0 39 0 53 0 0 132 0 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 12 0 6 0 0 0 0 0 0 53 0 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 3 36 0 0
ASV_500 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 46 98 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 140 0 0 0 0 129 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 1 0 0 0 0 0 209 20 0 0 0 0 1 0 0 15 0 0 0 0 0 0 0 0
ASV_502 0 0 0 0 0 0 0 44 0 0 0 35 0 54 65 0 0 0 0 0 0 0 41 33 0 49 0 40 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 51 0 0 35 0 0 0 55 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 2 0 0 3 2 0 20 9 1 5 0 37 0 0 0 0 0 0 2 2 2 8 0 0 0
ASV_504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 35 0 0 36 16 0 0 0 0 0 33 0 0 0 69 0 0 0 128 65 0 0 0 0 0 0 0 0 0 0 158 0 0 0 0 0 172 0 51 0 0 0 0 0 73 13 0 8 0 0 0 0
ASV_507 62 0 10 0 24 0 0 0 0 0 0 0 0 0 8 24 0 0 42 0 0 0 27 0 0 0 39 0 0 0 0 9 14 0 0 0 31 0 0 14 15 87 35 0 0 0 6 105 0 0 0 0 0 0 28 0 31 0 13 16 19 0 0 0 0 2 0 3 17 32 0 0 0 0 0 7 0 26 0 0 0 0 0 0 3 0 0 0 0 24 9 0 0 0 15
ASV_508 0 0 18 0 20 12 0 9 15 38 0 21 0 0 43 0 0 11 0 0 11 16 18 0 18 10 0 0 0 0 0 0 0 22 0 0 0 0 0 0 33 0 0 9 0 0 0 0 0 8 0 0 0 33 0 0 35 38 25 0 36 0 42 0 0 29 0 0 0 0 31 14 0 0 0 0 0 35 0 0 34 0 0 26 23 0 23 11 8 0 0 15 18 8 10
ASV_510 13 30 0 15 0 0 10 13 20 7 0 0 25 0 17 16 0 0 13 0 27 0 8 0 33 0 10 36 44 17 15 19 24 20 14 0 21 0 11 41 0 0 0 16 12 14 29 0 0 29 44 32 0 0 0 0 0 0 0 0 0 0 14 0 0 0 17 10 0 0 10 0 0 0 10 0 0 0 0 0 0 0 17 20 0 0 0 0 9 0 13 35 0 0 0
ASV_513 0 0 0 80 0 0 0 0 110 0 0 0 0 0 0 0 0 0 0 113 0 0 0 0 0 257 0 0 0 0 0 0 0 0 0 0 0 0 141 0 0 0 0 0 0 0 209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 397 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0
ASV_516 0 0 0 0 0 0 0 41 0 0 0 49 0 38 0 0 0 0 0 0 0 34 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 28 0 54 43 0 0 38 0 0 0 0 0 0 0 45 27 38 0 0 0 0 50 37 0 45 0 0 0 0 0 86 0 0 0 0 0 0 24 0 62 0 0 0 0 0 98 0 0 0 0 0 0 29 0 38 0 0 0
ASV_517 42 14 53 44 27 23 0 14 35 17 0 36 20 0 30 19 14 28 42 13 34 15 0 17 0 16 16 16 0 20 24 18 10 12 11 0 4 8 0 0 8 0 0 18 0 14 10 0 0 7 8 6 0 0 0 0 0 0 0 0 6 0 0 6 9 0 9 0 0 5 0 0 0 0 4 6 0 0 0 7 0 4 0 0 13 0 0 0 0 11 0 0 0 0 0
ASV_518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0 35 0 0 0 0 58 0 0 0 0 0 0 0 0 110 0 0 0 47 0 0 0 0 0 197 0 63 0 0 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 8 75 0 0 0 0 165 0 0 0 0 0 0 0 0 11 0 0 0
ASV_519 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 19 0 0 0 0 7 0 99 0 0 0 14 33 10 31 1 0 0 0 0 0 0 0 6 10 0 0 7 0 0 0 21 0 0 0 0 52 23 0 0 19 0 16 0 58 0 0 0 63 5 0 0 50 3 0 4 0 12 14 32 0 5 3 0 0 71 0 0 0 0 0 2 0 0 67 0 0 27 0 8
ASV_522 23 0 0 0 0 13 0 0 0 13 0 0 25 0 12 0 7 17 16 0 16 17 22 0 24 0 16 0 15 0 0 0 0 0 30 16 0 0 15 0 26 0 0 0 0 0 12 9 0 0 0 14 0 17 0 22 0 0 30 24 0 18 17 12 8 0 25 21 0 0 0 0 0 0 0 0 0 42 28 10 0 0 0 0 0 0 0 0 0 64 53 0 0 0 0
ASV_524 0 0 0 20 0 13 0 0 0 0 0 0 0 0 17 0 0 0 0 24 0 0 22 0 20 40 12 0 0 0 0 0 0 0 0 0 0 38 67 0 47 0 0 35 0 110 34 20 0 30 65 0 0 0 0 0 0 0 0 0 46 0 0 0 0 37 25 0 0 12 0 0 0 0 0 37 0 0 0 15 16 16 0 0 0 0 0 0 0 0 0 0 0 29 0
ASV_528 27 0 0 0 31 0 0 0 0 0 0 0 26 64 0 0 23 0 33 0 0 0 19 32 24 27 0 0 26 0 35 0 0 0 13 0 0 0 0 0 0 45 47 17 0 20 26 0 0 43 42 0 0 0 0 22 0 0 0 0 24 0 0 0 0 0 9 5 0 9 0 0 5 0 0 6 0 0 0 7 0 0 7 0 0 6 0 4 7 0 28 0 8 12 22
ASV_531 16 6 33 5 18 60 2 6 8 2 45 24 4 10 14 15 22 0 9 9 0 22 1 16 42 0 9 16 30 16 4 8 4 5 0 9 66 6 29 13 0 7 8 12 43 9 0 13 20 3 0 0 14 0 0 16 0 0 0 4 0 0 0 0 0 0 0 6 0 4 0 0 5 0 0 0 0 5 0 0 0 7 0 0 8 0 0 0 0 4 4 0 4 0 4
ASV_532 72 0 0 0 0 45 0 0 0 57 51 0 0 0 0 0 0 68 81 0 0 0 0 0 0 0 0 64 0 0 0 0 0 78 0 0 72 0 0 0 0 0 0 0 62 68 70 0 40 77 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 10 9 0 0 0 15 7 0 0 2 7 0 0 0 3 0 0 12 8 3 0 0 0
ASV_534 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 34 0 0 26 0 21 30 0 0 0 0 0 0 0 0 0 0 44 0 0 0 23 0 0 0 0 0 70 0 0 0 0 0 0 117 0 0 156 0 0 0 0 8 0 0 122 0 1 1 0 0 0 0 15 19 0 1 0 0 0 0 0 0 2 0 0 91
ASV_536 65 0 49 18 69 0 0 0 33 0 72 0 0 33 0 0 21 23 30 0 35 0 0 24 0 0 22 0 0 16 0 0 0 0 0 64 74 0 23 18 22 69 0 0 0 46 0 30 51 0 0 0 0 0 0 21 0 0 0 17 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 8 12 0 0 0 9 9 0 0 0 0 13 0 0 8 0 3 0 2 0
ASV_538 35 53 16 8 18 60 39 0 12 28 0 0 63 23 32 11 98 11 38 0 12 0 11 5 0 6 0 0 12 10 6 13 8 11 16 0 0 4 0 20 6 12 0 11 0 12 0 2 0 0 9 0 0 0 8 0 0 0 0 0 0 9 0 0 0 8 10 0 0 0 0 6 0 3 0 0 0 0 5 0 0 0 5 7 0 0 0 0 0 3 0 0 0 0 0
ASV_539 0 39 72 0 30 0 0 23 0 0 0 38 0 0 0 32 0 24 0 0 0 0 25 30 0 93 0 0 0 32 0 66 0 39 0 0 0 0 29 18 33 0 0 0 0 14 0 0 0 0 0 63 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 2 116 0 0 10 0 0 0 0 0 0 0 0 22 0 0 0 0 0 30 0 0 0 0 0
ASV_542 32 37 29 0 15 24 28 20 7 16 26 25 0 16 25 34 28 0 19 19 67 0 13 0 20 23 36 21 0 0 10 0 10 28 21 0 0 28 0 10 0 0 0 43 0 0 17 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0 0 6 0 0 6 0 10 0 6 0 5 0 0 0 0 0 6 0 8 0 0 0 0 0 9 12 6 3 0
ASV_548 0 16 21 9 8 3 0 3 1 13 5 0 7 24 29 11 27 5 0 46 33 20 4 10 1 2 5 28 26 12 0 32 14 8 1 0 6 7 0 1 11 1 3 2 0 10 4 0 0 0 21 15 0 3 18 6 3 6 3 10 6 0 0 0 14 9 16 13 3 18 4 18 9 0 10 0 0 6 0 0 15 0 6 4 0 13 0 5 15 8 7 9 0 0 0
ASV_549 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 29 0 0 0 0 34 0 39 0 0 19 0 29 0 0 0 19 0 24 0 0 0 36 0 30 0 26 0 0 0 0 0 0 0 27 0 72 0 0 0 0 0 0 27 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 84 119
ASV_550 11 17 13 0 4 9 7 9 6 12 3 9 8 22 24 14 6 11 33 7 10 50 16 5 63 13 4 0 16 0 3 4 6 11 11 0 32 6 2 7 3 15 2 3 5 4 0 6 33 8 0 4 18 0 0 32 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 8 0 6 0 0 7 0 0 0 6 7 0 0 0 0 5 0 7 0 6 0 5 5 6
ASV_551 0 0 0 22 40 0 0 0 22 0 0 0 0 0 0 28 0 0 0 0 23 0 27 0 0 0 0 27 47 14 19 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 35 0 21 0 0 39 0 47 24 33 21 0 0 0 0 0 0 20 0 15 14 0 35 0 0 0 19 10 0 6 9 9 5 27 0 0 0 11 0 0 0 12 0 0 0 8
ASV_553 3 7 7 5 0 1 5 14 5 1 0 12 0 0 11 3 0 4 0 10 0 0 1 0 0 4 1 0 3 4 5 0 0 3 0 0 0 0 0 0 0 7 9 0 0 0 0 0 0 0 23 10 12 0 62 40 0 16 0 4 3 5 0 20 0 18 0 25 0 12 14 10 18 0 2 10 19 10 9 12 21 15 0 14 10 20 16 26 0 4 4 6 19 7 16
ASV_557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 51 0 83 0 0 0 0 0 27 0 13 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 107 0 0 0 0 0 0 144 0 0 0 31 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 293 0 347 0 0 0
ASV_558 34 15 0 0 18 37 18 25 0 0 0 25 0 0 0 11 17 29 43 14 0 0 24 15 21 17 21 0 14 0 35 0 27 0 0 103 29 23 0 18 0 32 0 46 87 0 11 0 83 7 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 4 5 6 0 0 0 0 5 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
